REPORTID,USERID,REQUESTTYPE,REPORTTYPEID,ADDEDBY,HOSTID,LATITUDE,LONGITUDE,RADIUSIMPACT,DESCRIPTION,PRICE,REPORTSTATUSID,DATE,TIME,CREATEDTIME,LASTMODIFIEDTIME,ADDRESS,TOTALNUMBERINJURED,TOTALNUMBERKILLED,VEHICLETYPECODE,,,,,,,,,,,,,,,,,,,,,
17676,,bike facilities don't exist or need improvement,,,,-71.02548,42.380024,,"We need a connection from the EB greenway to the chelsea creek watefront - e.g. condor street. If I'm tryng to get to Chelsea or beyond, I go from fantastic infrastructure to one of the hardest intersections to cross.",,0,1/22/2016,17:04:53,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
17677,,people run red lights / stop signs,,,,-71.14698,42.341805,,"No one stops at this stop sign. It is very hard to see over parked cars, especially since drivers come up and over a hill just before the intersection.",,0,1/22/2016,17:05:04,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
17678,,people don't yield while turning,,,,-71.105156,42.34663,,,,0,1/22/2016,17:05:25,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
17679,,people run red lights / stop signs,,,,-71.14865,42.34179,,"No one stops at this stop sign. It is very hard to see over parked cars, especially since drivers are coming down a hill.",,0,1/22/2016,17:05:52,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
17680,,of something that is not listed here,,,,-71.0553,42.28811,,almost everyone who parks on the west side of adamds south of ashmont parks on the sidewalk and obstructs nearly half of the walking space. i have nearly been hit multiple times by people pulling up and over the curb.,,0,1/22/2016,17:06:08,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
17681,,sidewalks/ramps don't exist or need improvement,,,,-71.07949,42.32412,,Two Crosswalks are needed at the park near Moreland St. Moreland is the only two way street for several blocks and gets all the traffic.  Crosswalks would help children and adults cross to the park,,0,1/22/2016,17:12:36,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
17682,,it’s hard to see / low visibility,,,,-71.1486,42.336353,,dangerous to cross tracks and see around the corner.,,0,1/22/2016,17:12:40,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
17683,,people don't yield while turning,,,,-71.16768,42.35113,,,,0,1/22/2016,17:12:56,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
17684,,people double park their vehicles,,,,-71.056725,42.314804,,"People visiting the Ba Le double park all day 7 days a week with the problem growing exponentially during the weekends. Cars block the travel lanes, bike lanes, and often will live park blocking both Hallam and St Williams streets.",,0,1/22/2016,17:14:17,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
17685,,people run red lights / stop signs,,,,-71.08322,42.32597,,You have to delay when the light turns green at Moreland and Warren because of all the Warren St. drivers running the light.,,0,1/22/2016,17:14:47,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
17686,,people run red lights / stop signs,,,,-71.12961,42.2872,,This is an important crossing for pedestrians who live across the train tracks from Roslindale Square. The traffic light has a pedestrian light but drivers often run the red light when turning from South St. onto Belgrade Ave.,,0,1/22/2016,17:15:20,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
17687,,people don't yield while turning,,,,-71.06697,42.32689,,"As soon as the walk light is on, cars want to turn into you and it's dangerous to cross Mass Ave!",,0,1/22/2016,17:15:46,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
17688,,there's not enough time to cross the street,,,,-71.14317,42.343895,,,,0,1/22/2016,17:16:59,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
17689,,there's not enough time to cross the street,,,,-71.14265,42.343597,,,,0,1/22/2016,17:17:21,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
17690,,there's not enough time to cross the street,,,,-71.143234,42.343925,,,,0,1/22/2016,17:17:47,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
17691,,there's not enough time to cross the street,,,,-71.14258,42.343563,,,,0,1/22/2016,17:17:59,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
17692,,bike facilities don't exist or need improvement,,,,-71.10448,42.346775,,This stretch is so bad I bike less b/c of it. Sharrows do not work here. No good alt routes from Coolidge corner area to downtown. Cycletracks would b nice. Does traffic volume really warrant 2 lanes in both directions? Bike safety before parking.,,0,1/22/2016,17:18:29,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
17693,,people cross away from the crosswalks,,,,-71.13004,42.287086,,"This is a completely logical place for pedestrians to cross Belgrade Ave, but there is no crosswalk. Perhaps a crosswalk could be added and a pedestrian signal that is coordinated with the signal at South St and Belgrade Ave.",,0,1/22/2016,17:18:56,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
17694,,there's not enough time to cross the street,,,,-71.06291,42.350906,,"\Not enough time to cross 4 lanes and a median going straight up Washington across Kneeland Street - crosswalk begins blinking \""\""Don't Walk\""\"" before I reach median. This area has a lot of tourists""",,0,1/22/2016,17:19:12,,,,,,elderly,,,,,,,,,,,,,,,,,,,,,
17695,,of something that is not listed here,,,,-71.081726,42.345387,,"\Pedestrians are signaled to \""\""walk\""\"" at the same time traffic is signaled to \""\""turn left\""\"" on Huntington Ave from Belvediere St as well as traffic turning right from West Newton Street onto Huntington Ave.\""""",,0,1/22/2016,17:19:30,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
17696,,people speed,,,,-71.05361,42.31156,,Drivers cutting through Savin Hill fly over the bridge and down toward Dorchester ave. A raised crosswalk would force drivers to slow and improve safety for pedestrians.,,0,1/22/2016,17:19:41,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
17697,,people cross away from the crosswalks,,,,-71.06433,42.35323,,Movie theater.  All  the    time.,,0,1/22/2016,17:21:25,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
17698,,there's not enough time to cross the street,,,,-71.14328,42.343952,,,,0,1/22/2016,17:22:05,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
17699,,people speed,,,,-71.10028,42.347954,,Does there really need to be 2 lanes of traffic in both directions on this bridge? Seems like a relic of the 1950s highway era. I hardly see much traffic even during rush hour.,,0,1/22/2016,17:22:16,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
17700,,it's too far / too many lanes to cross,,,,-71.137344,42.353596,,This intersection is huge and unless you are right up at the front of traffic its hard to go Westbound from Brighton Avenue to Cambridge Street,,0,1/22/2016,17:23:46,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
17701,,people double park their vehicles,,,,-71.08794,42.33052,,"Parents double park and make U-turns.  Teachers,too.  These are visitors dropping off their kids. BPS needs a literature campaign about safe drop offs New traffic light and B2 police detail are good though !",,0,1/22/2016,17:23:55,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
17702,,people don't yield while turning,,,,-71.101746,42.34757,,Many issues here. Outbound drivers making a right onto Mountfort do not yield to bikes; bike lane ends right where drivers are speeding downhill; cars crossing from Maitland to Mountford should not be allowed.,,0,1/22/2016,17:25:48,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
17703,,sidewalks/ramps don't exist or need improvement,,,,-71.0631,42.3463,,"Crosswalk needs improvement now with more car & ped traffic due to new Whole Foods - I push button, wait for crosswalk, never comes, so I cross on my own despite cars speeding up to highway ramps",,0,1/22/2016,17:28:08,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
17704,,there's not enough time to cross the street,,,,-71.13755,42.35361,,There is also too long of a wait and loo many legs to cross at once.,,0,1/22/2016,17:28:16,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
17705,,people run red lights / stop signs,,,,-71.15013,42.34452,,,,0,1/22/2016,17:30:04,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
17706,,bike facilities don't exist or need improvement,,,,-71.092064,42.348816,,Having to cross two lanes of speeding traffic to access to the left side bike lane is TERRIFYING and dangerous. It doesn't work for anyone--drivers and bicyclists alike.,,0,1/22/2016,17:30:51,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
17707,,people double park their vehicles,,,,-71.05447,42.356297,,the hotel is a terrible offender. livery vehicles completely disregard the bike lane - even when the paint is visible (it was eradicated last winter by plow scraping),,0,1/22/2016,17:30:52,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
17708,,bike facilities don't exist or need improvement,,,,-71.06889,42.352207,,"Let's revive the public garden cycle track idea! But at the very least, we need some kind of inbound bike lane on Boylston.",,0,1/22/2016,17:38:04,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
17709,,of something that is not listed here,,,,-71.05537,42.357796,,"the intersection is completely uncontrolled - no stop sign, no yield sign, no signal. we need something here for the safety of all modes. if there is a control device, it is not clear at all who has the right of way.",,0,1/22/2016,17:38:44,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
17710,,people cross away from the crosswalks,,,,-71.11435,42.301926,,Following the removal of this crosswalk across New Washington Street due to Arborway construction pedestrians continue to cross here and put themselves in danger.  Why has this not been replaced?,,0,1/22/2016,17:39:04,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
17711,,of something that is not listed here,,,,-71.06387,42.300987,,"The road is too way, but is far too narrow.",,0,1/22/2016,17:39:18,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
17712,,people double park their vehicles,,,,-71.0694,42.35058,,"Valet vehicles always take up space, despite the fact that this might be the largest valet zone in the City!",,0,1/22/2016,17:39:26,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
17713,,of something that is not listed here,,,,-71.06889,42.350998,,This isn't a loading dock. Huge trucks shouldn't be backing in up against the curb blocking both travel lanes and having people squeeze by in the parking lane.,,0,1/22/2016,17:42:37,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
17714,,bike facilities don't exist or need improvement,,,,-71.08862,42.34382,,"There was talk of a cycle track on Westland Ave after it was repaved, but this has not yet materialized. Let's make it happen :)",,0,1/22/2016,17:42:46,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
17715,,the roadway surface needs improvement,,,,-71.08714,42.34607,,"The pavement conditions in this stretch of mass Ave are especially dangerous, especially in the marked bicycle lane",,0,1/22/2016,17:44:59,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
17716,,of something that is not listed here,,,,-71.05717,42.342873,,"Everyone knows and says this intersection is just a disaster to drive or walk in. Hold a retreat somewhere out in the woods and come up with a way to fix it. It just doesn't work, especially for pedestrians.",,0,1/22/2016,17:46:38,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
17717,,people don't yield while turning,,,,-71.05795,42.352455,,"The crosswalk extends too far into the intersection, and cars turning left from Essex onto Lincoln get a green when pedestrians get a walk light. It’s too easy for cars to turn into pedestrians at high speed. A friend and I were seriously injured.",,0,1/22/2016,17:47:03,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
17718,,it’s hard to see / low visibility,,,,-71.05524,42.357655,,"Walking through Liberty Sq on Water St is all kinds of scary! Northbound drivers speed around the bend on Kilby Street, and visibility is limited by parked cars. Traffic seems to come from all directions!",,0,1/22/2016,17:48:53,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
17719,,people don't yield while turning,,,,-71.081825,42.340607,,,,0,1/22/2016,17:49:25,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
17720,,people don't yield while turning,,,,-71.10306,42.322914,,"4.5 lane wide driveway for stop and shop? I feel so exposed crossing here. It should be converted to a regular curb cut. This isn't a high capacity roadway, it's a parking lot..",,0,1/22/2016,17:50:08,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
17721,,bike facilities don't exist or need improvement,,,,-71.06488,42.36123,,"Considering Cambridge St is one of the busiest bicycle corridors in Boston (on account of the bridge), it's crazy that there are no bicycle facilities.",,0,1/22/2016,17:50:41,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
17722,,bike facilities don't exist or need improvement,,,,-71.06689,42.362762,,Would be great to paint some bike lanes--or better yet a cycle track--directing bicyclists to the footbridge at the end of Blossom St for access to the riverside bike path.,,0,1/22/2016,17:51:51,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
17723,,sidewalks/ramps don't exist or need improvement,,,,-71.10271,42.30671,,People park too close to the intersection and it is very dangerous to turn out of the road. I nearly get into an accident turning almost every single day. People go very fast on Forest Hills so it makes it very difficult.,,0,1/22/2016,17:58:50,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
17724,,people run red lights / stop signs,,,,-71.094604,42.331543,,I see more red light running in this intersection than any other I visit daily.,,0,1/22/2016,17:54:18,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
17725,,it’s hard to see / low visibility,,,,-71.102776,42.30671,,People park too close to the intersection and it is very dangerous to turn out of the road. I nearly get into an accident turning almost every single day. People go very fast on Forest Hills so it makes it very difficult.,,0,1/22/2016,17:59:30,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
17726,,"\the wait for the \""\""Walk\""\"" signal is too long\""""",,,,-71.09475,42.33145,,,,0,1/22/2016,17:54:41,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
17727,,of something that is not listed here,,,,-71.08532,42.32879,,Sidewalk here and across the street is never shoveled in the winter. A lot of people walk down Washington Street to Dudley Station and end up walking in the street if there's snow on the ground.,,0,1/22/2016,17:56:39,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
17728,,of something that is not listed here,,,,-71.07566,42.343967,,\Stop sign on Warren Ave at W. Canton is very hard to see, and frankly, it's unexpected here.  Many cars miss it," I believe as an honest mistake. Maybe it should be 'Yield\""\""?\""""",,0,1/22/2016,17:57:06,,,,,,drives,,,,,,,,,,,,,,,,,,
17729,,people run red lights / stop signs,,,,-71.05583,42.31988,,"People constantly run this stop sign. They slow down, but rarely stop.",,0,1/22/2016,17:57:24,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
17730,,people run red lights / stop signs,,,,-71.10055,42.322803,,,,0,1/22/2016,17:57:41,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
17731,,"\the wait for the \""\""Walk\""\"" signal is too long\""""",,,,-71.10965,42.35053,,There needs to be a timer on when people can cross.,,0,1/22/2016,17:58:11,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
17732,,of something that is not listed here,,,,-71.05565,42.28357,,Drivers frequently fail to yield to pedestrians crossing in the crosswalk.,,0,1/22/2016,17:58:52,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
17733,,bike facilities don't exist or need improvement,,,,-71.09382,42.31253,,"The off street mixed-use path that runs along Seaver St is un-plowed and icy. Car traffic on Seaver St is too fast and busy, so this path is necessary to be able to get around the park on the north side.",,0,1/22/2016,18:02:54,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
17734,,people run red lights / stop signs,,,,-71.060646,42.283356,,"Drivers frequently fail to stop at the stop signs at this intersection, which also contains two crosswalks.  I have come close to being hit several times by drivers who blow through this intersection.",,0,1/22/2016,18:02:52,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
17735,,people speed,,,,-71.09398,42.34803,,"Cabs and cars speed through this street, many time at dangerous speeds.",,0,1/22/2016,18:03:31,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
17736,,people don't yield while turning,,,,-71.109665,42.3505,,"There is no ped-cross signal and there is a mix of stop signs and stop lights. Cars and pedestrians do not work together here, and the result is usually a blocked intersection, little traffic movement, and general disarray.",,0,1/22/2016,18:04:47,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
17737,,it’s hard to see / low visibility,,,,-71.05666,42.316273,,"Due to the curve of Dorchester Ave, and the cars parked on the corner, there is no visibility when leaving Romsey to turn on to Dorchester Ave.",,0,1/22/2016,18:05:31,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
17738,,of something that is not listed here,,,,-71.09289,42.34998,,"I live on this corner. The signs only indicate that the right of the three lanes will turn right onto Beacon, but the accepted practice is for both the right and middle lane to turn into the two lanes on Beacon, and cars collide 1-2 times a day here.",,0,1/22/2016,18:11:14,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
17739,,of something that is not listed here,,,,-71.0559,42.292744,,There is no stop sign for the cars driving down Daly Street. A 4 way stop sign is needed at this intersection.,,0,1/22/2016,18:12:04,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
